RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,YEAR
T161,165,Jim Furyk,97,265.5,"48,860",184,1999
T161,161,Mike Brisky,77,265.5,"40,893",154,1999
T163,T162,Frank Nobilo,87,265.4,"42,992",162,1999
T163,T162,Olin Browne,84,265.4,"42,471",160,1999
T166,T166,Danny Briggs,78,265,"40,287",152,1999
T166,T166,Mark Brooks,117,265,"57,506",217,1999
T183,T183,Doug Martin,100,259,"49,735",192,1999
T183,T183,Lee Porter,90,259,"45,584",176,1999
T186,T186,Scott Simpson,57,256.9,"29,281",114,1999
T186,T186,Lanny Wadkins,57,256.9,"29,285",114,1999
T22,T24,Craig Barlow,87,280.4,"47,671",170,1999
T22,T24,Kenny Perry,83,280.4,"45,993",164,1999
T22,T24,Grant Waite,99,280.4,"54,402",194,1999
T25,27,Cameron Beckman,81,280.1,"45,374",162,1999
T25,23,Stuart Appleby,95,280.1,"49,299",176,1999
T27,T28,Jonathan Kaye,112,279.9,"60,189",215,1999
T27,20,Duffy Waldorf,92,279.9,"48,142",172,1999
T27,T28,Andrew Magee,94,279.9,"45,908",164,1999
T31,T31,J.L. Lewis,99,279.5,"53,097",190,1999
T31,T31,Michael Bradley,78,279.5,"41,370",148,1999
T31,T31,Robert Allenby,88,279.5,"46,956",168,1999
T34,T34,Katsumasa Miyamoto,60,279,"33,482",120,1999
T34,T34,Bill Glasson,79,279,"42,405",152,1999
T42,T43,Joe Ogilvie,94,277.6,"51,086",184,1999
T42,T43,Gabriel Hjertstedt,98,277.6,"53,301",192,1999
T50,T52,Emlyn Aubrey,53,276.7,"28,220",102,1999
T50,T52,Brett Quigley,64,276.7,"33,205",120,1999
T52,T49,Hal Sutton,91,276.4,"47,538",172,1999
T52,T55,Kirk Triplett,90,276.4,"47,541",172,1999
T52,T55,Tom Scherrer,97,276.4,"51,406",186,1999
T56,T57,Tommy Tolles,79,276.2,"42,541",154,1999
T56,T57,Peter Jacobsen,74,276.2,"40,049",145,1999
T56,T57,Robert Damron,111,276.2,"60,206",218,1999
T59,T60,Greg Chalmers,110,276,"58,521",212,1999
T59,T60,Woody Austin,101,276,"53,543",194,1999
T62,T62,Russ Cochran,85,275.4,"45,722",166,1999
T62,T62,David Toms,107,275.4,"56,723",206,1999
T64,T65,Steve Stricker,70,275.2,"36,878",134,1999
T64,T65,Trevor Dodds,99,275.2,"53,392",194,1999
T67,T69,Deane Pappas,82,275,"45,093",164,1999
T67,T69,Chris DiMarco,103,275,"54,447",198,1999
T7,T7,Barry Cheesman,101,287.1,"55,700",194,1999
T7,T7,Scott McCarron,90,287.1,"50,528",176,1999
T70,T73,Bob Burns,89,274.8,"48,915",178,1999
T70,T73,Dan Forsman,92,274.8,"50,566",184,1999
T70,64,Mike Weir,103,274.8,"53,035",193,1999
T70,T73,Briny Baird,80,274.8,"42,862",156,1999
T74,T76,Mark Calcavecchia,100,274.7,"51,092",186,1999
T74,T76,Steve Flesch,102,274.7,"53,846",196,1999
T77,T67,Bob Tway,98,274.4,"49,385",180,1999
T77,79,Steve Jones,62,274.4,"30,182",110,1999
T90,91,Kevin Sutherland,100,272.5,"52,316",192,1999
T90,T87,Joe Ozaki,54,272.5,"26,703",98,1999
T92,T93,John Huston,82,272.4,"39,225",144,1999
T92,92,Jesper Parnevik,71,272.4,"33,779",124,1999
T97,98,Robin Freeman,81,271.8,"42,952",158,1999
T97,T95,Glen Day,96,271.8,"49,462",182,1999
1,1,John Daly,78,299.4,"44,306",148,1998
2,2,Tiger Woods,77,296.3,"40,887",138,1998
3,3,Harrison Frazar,83,289.8,"46,373",160,1998
6,6,David Duval,85,286.8,"45,318",158,1998
7,7,Barry Cheesman,95,284.1,"52,274",184,1998
8,9,Vance Veazey,69,283.9,"37,470",132,1998
9,8,Phil Mickelson,83,283.4,"41,950",148,1998
10,10,Kelly Gibson,109,283,"59,999",212,1998
11,11,Steve Jones,84,281.7,"42,823",152,1998
12,12,Steve Flesch,103,281.6,"55,194",196,1998
13,13,Tommy Armour III,87,281.5,"48,417",172,1998
14,14,Chris Smith,94,281.3,"51,204",182,1998
17,16,Tim Herron,97,281.1,"52,285",186,1998
18,17,Kenny Perry,85,280.4,"45,425",162,1998
19,19,Gary Hallberg,63,280.1,"33,332",119,1998
20,T26,Vijay Singh,97,279.9,"49,816",178,1998
23,22,Jay Delsing,75,279.6,"41,383",148,1998
24,T23,John Adams,63,279.4,"34,088",122,1998
27,T26,Robert Damron,91,279,"49,100",176,1998
28,31,Mark Calcavecchia,98,278.4,"51,228",184,1998
31,30,Tom Pernice Jr.,83,278,"43,371",156,1998
32,32,R.W. Eaks,82,277.7,"44,426",160,1998
36,36,Paul Azinger,70,277.3,"37,159",134,1998
39,39,Peter Jacobsen,69,276.3,"35,365",128,1998
40,40,Keith Fergus,53,276,"29,252",106,1998
41,41,Phil Blackmar,82,275.9,"44,144",160,1998
42,42,Ernie Els,51,275.4,"24,239",88,1998
43,43,Sandy Lyle,61,275.3,"31,380",114,1998
44,44,Paul Stankowski,80,275.1,"42,369",154,1998
49,48,Dan Forsman,79,274.7,"41,753",152,1998
50,T51,Bob Tway,104,274.5,"53,801",196,1998
51,50,Brandel Chamblee,84,274.4,"43,901",160,1998
52,T51,Brent Geiberger,89,274.3,"48,821",178,1998
53,T60,Nick Price,65,273.9,"31,767",116,1998
54,53,Jerry Kelly,93,273.7,"50,910",186,1998
57,55,Craig Stadler,64,273.5,"32,814",120,1998
60,57,Mike Standly,86,273.1,"46,971",172,1998
61,T58,Jim McGovern,88,273,"45,870",168,1998
69,T67,Mike Springer,108,272.5,"56,676",208,1998
70,69,Blaine McCallister,104,272.4,"56,654",208,1998
73,71,Ronnie Black,80,272.1,"42,444",156,1998
74,72,Russ Cochran,88,272,"47,877",176,1998
75,T73,Guy Boros,89,271.9,"47,312",174,1998
76,75,Chris DiMarco,98,271.8,"52,193",192,1998
81,81,Steve Pate,88,271.2,"46,105",170,1998
82,82,Franklin Langham,94,271,"49,327",182,1998
83,83,Gabriel Hjertstedt,74,270.9,"39,011",144,1998
88,87,Rocco Mediate,86,270.7,"43,858",162,1998
89,88,Chris Perry,111,270.6,"57,373",212,1998
90,89,John Riegger,87,270.5,"44,360",164,1998
91,93,Tom Lehman,81,270.4,"40,827",151,1998
92,92,Billy Mayfair,94,270.2,"46,472",172,1998
93,91,Steve Jurgensen,72,270.1,"38,350",142,1998
94,94,Neal Lancaster,90,269.7,"45,841",170,1998
102,T102,David Sutherland,97,269.3,"49,543",184,1998
110,112,Jim Furyk,104,268.8,"51,616",192,1998
111,110,Mark Carnevale,94,268.7,"49,972",186,1998
112,111,Brian Kamm,73,268.5,"37,048",138,1998
116,116,Iain Steel,62,268.1,"32,706",122,1998
119,117,Clarence Rose,101,267.8,"51,955",194,1998
120,118,Billy Andrade,97,267.7,"50,320",188,1998
128,137,Justin Leonard,100,267.2,"50,771",190,1998
138,138,Jeff Sluman,106,266.5,"55,972",210,1998
139,139,Jim Estes,66,266.1,"33,530",126,1998
145,144,Jay Haas,83,265.6,"41,427",156,1998
149,149,Jimmy Johnston,58,265.3,"30,241",114,1998
150,150,Lee Rinker,106,265.2,"54,372",205,1998
151,151,Jim Carter,110,265,"55,652",210,1998
152,152,Scott Gump,100,264.8,"50,847",192,1998
153,153,David Frost,72,264.6,"35,455",134,1998
154,154,Larry Mize,83,264.4,"40,713",154,1998
160,160,Chip Beck,64,263.9,"32,727",124,1998
161,161,Len Mattiace,105,263.8,"53,824",204,1998
162,162,Olin Browne,81,263.3,"40,019",152,1998
166,166,Bobby Gage,52,262.7,"27,321",104,1998
169,169,Spike McRoy,89,261.7,"45,013",172,1998
170,170,Pete Jordan,91,261.4,"46,010",176,1998
171,171,Curtis Strange,50,261.1,"24,017",92,1998
172,172,David Edwards,76,260.8,"39,638",152,1998
173,173,Esteban Toledo,97,260.4,"47,912",184,1998
174,174,D.A. Weibring,71,260.2,"35,908",138,1998
175,175,Willie Wood,87,260,"42,632",164,1998
176,176,Scott Simpson,57,259.9,"29,634",114,1998
177,177,Lee Porter,93,259.1,"46,638",180,1998
178,178,Loren Roberts,80,258,"39,221",152,1998
179,179,Doug Martin,112,257.9,"56,216",218,1998
180,180,Mike Brisky,87,257.6,"44,310",172,1998
181,181,Bruce Fleisher,77,256.7,"39,020",152,1998
182,182,Don Pooley,60,256.6,"30,792",120,1998
183,183,Larry Rinker,97,256.5,"47,195",184,1998
184,184,Mike Reid,82,256,"39,428",154,1998
185,185,Dicky Pride,61,255.6,"29,652",116,1998
186,186,Lennie Clements,70,252.3,"35,322",140,1998
187,187,John Morse,59,250.8,"29,591",118,1998
188,188,Corey Pavin,70,249,"31,878",128,1998
T100,T100,Craig Parry,50,269.4,"24,242",90,1998
T100,T100,Tim Conley,72,269.4,"37,173",138,1998
T103,T104,Stephen Ames,52,269.1,"25,829",96,1998
T103,T104,P.H. Horgan III,107,269.1,"55,973",208,1998
T103,T104,Mike Hulbert,91,269.1,"47,891",178,1998
T106,107,Skip Kendall,106,269,"54,331",202,1998
T106,T102,Bob Estes,106,269,"53,255",198,1998
T108,T108,Robert Gamez,69,268.9,"37,110",138,1998
T108,T108,Joe Durant,79,268.9,"41,409",154,1998
T113,T113,Brad Fabel,92,268.2,"49,355",184,1998
T113,T113,Mark Wiebe,80,268.2,"41,835",156,1998
T113,T113,Mark Wurtz,55,268.2,"28,964",108,1998
T117,126,Mark O'Meara,68,268,"34,301",128,1998
T117,T124,Scott Hoch,100,268,"52,522",196,1998
T121,T119,Donnie Hammond,89,267.6,"46,023",172,1998
T121,T119,Frank Nobilo,65,267.6,"32,113",120,1998
T121,T119,Mike Small,65,267.6,"34,253",128,1998
T124,T122,Phil Tataurangi,82,267.5,"41,729",156,1998
T124,T122,Billy Ray Brown,66,267.5,"33,704",126,1998
T126,T129,Fred Funk,114,267.4,"60,707",227,1998
T126,T124,Joe Ozaki,57,267.4,"27,806",104,1998
T129,T127,Keith Nolan,54,267.1,"28,316",106,1998
T129,T127,Mark Brooks,96,267.1,"46,478",174,1998
T131,T129,Kirk Triplett,86,267,"43,255",162,1998
T131,T129,Jeff Gallagher,91,267,"46,992",176,1998
T133,T132,Paul Goydos,102,266.9,"53,376",200,1998
T133,T132,Omar Uresti,109,266.9,"57,661",216,1998
T135,T134,Glen Hnatiuk,86,266.7,"44,270",166,1998
T135,T134,David Ogrin,100,266.7,"53,332",200,1998
T135,T134,Jay Don Blake,81,266.7,"41,611",156,1998
T140,T140,Tom Kite,69,265.9,"32,966",124,1998
T140,142,Jesper Parnevik,73,265.9,"34,032",128,1998
T140,T140,Guy Hill,71,265.9,"37,763",142,1998
T143,T145,Jeff Maggert,83,265.7,"43,037",162,1998
T143,143,Dave Barr,60,265.7,"31,889",120,1998
T146,T145,Clark Dennis,79,265.4,"39,279",148,1998
T146,T145,Nolan Henke,88,265.4,"46,704",176,1998
T146,T145,Joe Daley,70,265.4,"36,092",136,1998
T15,15,J.L. Lewis,96,281.2,"52,871",188,1998
T15,18,Davis Love III,78,281.2,"38,799",138,1998
T155,T155,Bob Friend,87,264.2,"44,378",168,1998
T155,T155,Tom Byrum,92,264.2,"48,608",184,1998
T155,T155,Nick Faldo,51,264.2,"23,774",90,1998
T158,T158,Sonny Skinner,87,264.1,"44,898",170,1998
T158,T158,Frank Lickliter II,108,264.1,"55,453",210,1998
T163,165,John Cook,92,263.2,"47,911",182,1998
T163,T163,Tim Loustalot,67,263.2,"33,166",126,1998
T163,T163,Fulton Allem,59,263.2,"30,536",116,1998
T167,T167,Fuzzy Zoeller,68,262.6,"35,184",134,1998
T167,T167,Brad Faxon,86,262.6,"40,443",154,1998
T21,T20,"Jim Gallagher, Jr.",74,279.7,"40,272",144,1998
T21,T20,Bradley Hughes,65,279.7,"35,245",126,1998
T25,T23,John Huston,93,279.3,"49,720",178,1998
T25,25,Stuart Appleby,69,279.3,"35,198",126,1998
T29,T28,Duffy Waldorf,84,278.2,"45,630",164,1998
T29,T28,Richie Coughlan,96,278.2,"51,744",186,1998
T33,T33,Steve Lowery,87,277.4,"47,441",171,1998
T33,T33,Craig Barlow,84,277.4,"44,381",160,1998
T33,T33,Brett Quigley,90,277.4,"48,263",174,1998
T37,T37,Ted Tryba,107,276.5,"58,068",210,1998
T37,T37,Grant Waite,97,276.5,"52,529",190,1998
T4,5,Scott McCarron,85,289.1,"47,412",164,1998
T4,4,Fred Couples,68,289.1,"37,005",128,1998
T45,49,Lee Janzen,85,274.9,"42,881",156,1998
T45,45,Brian Henninger,98,274.9,"51,679",188,1998
T47,T46,Andy Bean,52,274.8,"26,385",96,1998
T47,T46,Trevor Dodds,94,274.8,"47,261",172,1998
T55,54,Dudley Hart,87,273.6,"42,686",156,1998
T55,T58,Andrew Magee,98,273.6,"49,798",182,1998
T58,56,Tommy Tolles,83,273.2,"43,714",160,1998
T58,63,Hal Sutton,104,273.2,"56,816",208,1998
T62,T60,Hugh Royer III,84,272.9,"44,752",164,1998
T62,T60,Michael Bradley,70,272.9,"38,200",140,1998
T64,T64,Kevin Wentworth,81,272.7,"41,993",154,1998
T64,T64,J.P. Hayes,67,272.7,"34,911",128,1998
T66,66,"Dave Stockton, Jr.",67,272.6,"35,444",130,1998
T66,T73,Steve Stricker,82,272.6,"42,521",156,1998
T66,T67,Scott Verplank,99,272.6,"52,347",192,1998
T71,76,Glen Day,92,272.3,"48,467",178,1998
T71,70,Stewart Cink,101,272.3,"50,104",184,1998
T77,T77,David Toms,89,271.5,"45,610",168,1998
T77,T77,Ben Bates,103,271.5,"53,752",198,1998
T79,T79,Rick Fehr,65,271.3,"33,646",124,1998
T79,T79,Mike Weir,81,271.3,"41,231",152,1998
T84,T84,Jonathan Kaye,65,270.8,"34,120",126,1998
T84,90,Payne Stewart,76,270.8,"38,447",142,1998
T84,T84,Greg Kraft,83,270.8,"44,407",164,1998
T84,T84,Kevin Sutherland,103,270.8,"53,617",198,1998
T95,T95,Bobby Wadkins,93,269.6,"47,983",178,1998
T95,T95,Kent Jones,91,269.6,"46,369",172,1998
T97,T97,Doug Barron,90,269.5,"47,973",178,1998
T97,T97,Joey Sindelar,100,269.5,"51,738",192,1998
T97,T97,Bob Gilder,84,269.5,"43,127",160,1998
1,1,John Daly,50,302,"29,594",98,1997
2,2,Tiger Woods,81,294.8,"45,404",154,1997
3,3,Bill Glasson,68,287.5,"39,095",136,1997
4,4,Davis Love III,94,285.8,"49,159",172,1997
7,7,Scott McCarron,85,283.8,"44,843",158,1997
8,8,Fred Couples,57,283.5,"29,763",105,1997
11,11,Kelly Gibson,123,280.2,"67,806",242,1997
12,12,David Duval,100,280.1,"52,659",188,1997
13,13,Tim Herron,103,279.7,"56,503",202,1997
14,14,Mark Calcavecchia,100,279.1,"51,909",186,1997
15,15,Duffy Waldorf,92,279,"49,657",178,1997
16,16,Grant Waite,105,278.6,"56,841",204,1997
17,17,Stuart Appleby,82,278.4,"40,926",147,1997
18,19,Steve Jones,80,278.2,"41,177",148,1997
19,18,Hideki Kase,89,278.1,"47,280",170,1997
20,20,Steve Lowery,101,277.8,"54,996",198,1997
21,21,Paul Stankowski,103,277.5,"54,942",198,1997
22,22,Tom Purtzer,70,277.2,"34,369",124,1997
23,23,Kenny Perry,85,277,"44,600",161,1997
24,24,Brent Geiberger,97,276.9,"51,512",186,1997
25,25,Larry Silveira,61,276.8,"32,660",118,1997
26,26,Brian Henninger,80,276.3,"42,547",154,1997
29,29,Shaun Micheel,53,276,"29,252",106,1997
30,30,"Dave Stockton, Jr.",102,275.7,"54,596",198,1997
33,33,Tommy Tolles,92,275,"46,748",170,1997
34,34,Steve Stricker,63,274.8,"30,232",110,1997
40,40,Phil Blackmar,92,274.3,"49,366",180,1997
41,41,Andrew Magee,106,274.1,"53,731",196,1997
42,42,Michael Bradley,91,273.8,"45,723",167,1997
43,43,Joe Durant,101,273.3,"53,576",196,1997
44,44,Robin Freeman,68,273.2,"35,517",130,1997
45,45,"Jim Gallagher, Jr.",87,273.1,"47,527",174,1997
49,49,Keith Fergus,58,272.5,"31,613",116,1997
50,50,David Toms,88,272.3,"47,924",176,1997
51,51,Eric Johnson,85,272.1,"45,175",166,1997
52,52,Ernie Els,66,271.6,"30,963",114,1997
55,T61,Tom Lehman,75,271.4,"36,638",135,1997
56,55,Dan Forsman,87,271.1,"45,547",168,1997
61,59,Mike Standly,86,270.6,"46,538",172,1997
62,60,Russ Cochran,103,270.5,"55,728",206,1997
63,T61,Hugh Royer III,85,270.4,"44,887",166,1997
64,T63,Bob Tway,95,270.3,"48,918",181,1997
65,65,Ken Green,55,270.2,"28,644",106,1997
66,66,Anthony Rodriguez,63,270.1,"32,948",122,1997
67,67,Dudley Hart,83,269.9,"41,562",154,1997
70,69,Jim McGovern,91,269.7,"48,010",178,1997
71,70,Donnie Hammond,68,269.6,"36,666",136,1997
72,72,Tom Kite,77,269.3,"37,704",140,1997
73,73,Tom Byrum,98,269.1,"52,743",196,1997
74,74,Ronnie Black,87,269,"45,737",170,1997
99,99,Woody Austin,89,267.1,"46,480",174,1997
102,102,Joey Sindelar,104,266.7,"54,414",204,1997
103,103,Jeff Sluman,98,266.6,"51,980",195,1997
106,106,Jack O'Keefe,77,266.3,"39,942",150,1997
107,107,Steve Pate,86,266.2,"44,187",166,1997
113,113,Craig Kanada,56,265.5,"28,673",108,1997
114,114,Greg Kraft,107,265.4,"55,198",208,1997
115,115,Shane Bertsch,85,265.2,"44,015",166,1997
118,118,Mike Springer,66,264.9,"34,962",132,1997
119,119,Doug Barron,106,264.8,"54,547",206,1997
120,120,Joe Ozaki,66,264.7,"34,412",130,1997
128,127,John Wilson,91,264.2,"48,080",182,1997
131,131,Jim Carter,101,264,"51,741",196,1997
139,139,Rick Fehr,72,263.6,"36,376",138,1997
140,140,Craig Bowden,57,263.4,"28,978",110,1997
141,141,David Ogrin,96,263.3,"50,550",192,1997
142,142,Blaine McCallister,85,263.2,"44,737",170,1997
143,144,Chris Perry,108,263,"55,225",210,1997
146,146,Guy Boros,79,262.7,"41,511",158,1997
147,147,Scott Gump,111,262.6,"56,729",216,1997
153,153,Mark O'Meara,78,261.7,"38,213",146,1997
156,156,Lee Rinker,97,261.4,"49,671",190,1997
159,159,Mike Brisky,100,261.1,"51,961",199,1997
160,160,Spike McRoy,70,260.8,"35,472",136,1997
161,163,Scott Hoch,87,260.7,"45,368",174,1997
162,161,D.A. Weibring,65,260.6,"32,311",124,1997
163,162,Paul Claxton,66,260.5,"34,384",132,1997
164,164,Fred Funk,115,260.2,"59,327",228,1997
167,166,Joel Edwards,94,259.8,"47,797",184,1997
168,167,Tim Simpson,65,259.6,"32,705",126,1997
169,168,Chip Beck,73,259.5,"36,845",142,1997
172,T172,Justin Leonard,104,259.2,"50,291",194,1997
175,175,Fulton Allem,62,258.5,"32,056",124,1997
176,176,Don Pooley,72,258.4,"36,693",142,1997
177,177,John Maginnes,103,258.3,"52,179",202,1997
178,178,Emlyn Aubrey,75,258.1,"37,163",144,1997
179,179,Jeff Hart,81,257.9,"40,752",158,1997
180,180,Larry Mize,73,257.6,"35,554",138,1997
181,181,Larry Rinker,100,257.4,"50,447",196,1997
182,182,Sonny Skinner,71,257.2,"36,527",142,1997
183,183,Bruce Fleisher,61,257.1,"31,362",122,1997
184,184,Omar Uresti,103,256.4,"51,798",202,1997
185,185,Steve Hart,69,256.3,"35,366",138,1997
186,186,Allen Doyle,85,256.2,"43,560",170,1997
187,187,Doug Martin,105,255.6,"52,142",204,1997
188,188,Tray Tyner,74,255.5,"37,813",148,1997
189,189,David Edwards,70,254.4,"35,615",140,1997
190,190,Mike Reid,83,253.7,"41,105",162,1997
191,191,Loren Roberts,82,251.4,"40,226",160,1997
192,192,Lennie Clements,88,251.2,"44,219",176,1997
193,193,Corey Pavin,66,250.9,"29,605",118,1997
194,194,John Morse,92,250.6,"46,103",184,1997
195,195,Ed Fiori,52,244.8,"24,481",100,1997
T100,T100,Skip Kendall,106,266.9,"54,441",204,1997
T100,T100,Craig Stadler,72,266.9,"35,492",133,1997
T104,T104,Tom Watson,54,266.5,"25,581",96,1997
T104,T104,Billy Andrade,103,266.5,"51,170",192,1997
T108,T108,Howard Twitty,50,266.1,"25,546",96,1997
T108,T108,Jerry Kelly,94,266.1,"46,830",176,1997
T108,110,Jesper Parnevik,70,266.1,"34,860",131,1997
T111,T111,Jimmy Green,85,265.6,"43,554",164,1997
T111,T111,Kevin Sutherland,89,265.6,"44,893",169,1997
T116,T116,Kevin Burton,74,265,"39,222",148,1997
T116,T116,Bob Estes,69,265,"36,575",138,1997
T121,T121,Clarence Rose,94,264.5,"48,677",184,1997
T121,T121,Gene Sauers,53,264.5,"28,034",106,1997
T123,T123,Patrick Burke,67,264.4,"34,369",130,1997
T123,T123,Pete Jordan,105,264.4,"53,414",202,1997
T125,T125,Craig Parry,71,264.3,"36,477",138,1997
T125,T128,Jeff Maggert,93,264.3,"47,037",178,1997
T125,T125,Lee Porter,83,264.3,"42,822",162,1997
T129,T128,Mike Hulbert,100,264.1,"51,758",196,1997
T129,T128,Glen Day,84,264.1,"42,258",160,1997
T132,T132,John Cook,99,263.9,"51,193",194,1997
T132,T132,J.P. Hayes,97,263.9,"50,139",190,1997
T132,T132,Phil Tataurangi,78,263.9,"40,112",152,1997
T135,T135,Nolan Henke,84,263.8,"43,265",164,1997
T135,T135,Bob Wolcott,73,263.8,"37,462",142,1997
T137,T137,Kirk Triplett,92,263.7,"46,406",176,1997
T137,T137,Curtis Strange,63,263.7,"31,119",118,1997
T144,145,Fuzzy Zoeller,52,262.9,"27,340",104,1997
T144,143,Jim Furyk,102,262.9,"49,169",187,1997
T148,T148,Brian Claar,59,261.9,"30,909",118,1997
T148,T148,Olin Browne,104,261.9,"52,913",202,1997
T150,T150,Nick Faldo,50,261.8,"23,297",89,1997
T150,T150,David Frost,69,261.8,"34,817",133,1997
T150,T150,Scott Simpson,83,261.8,"41,886",160,1997
T154,T154,Scott Verplank,64,261.6,"32,435",124,1997
T154,T154,Brad Fabel,97,261.6,"49,177",188,1997
T157,T157,Lanny Wadkins,71,261.2,"37,090",142,1997
T157,T157,John Dowdall,61,261.2,"31,865",122,1997
T165,T169,Brad Faxon,79,260.1,"36,936",142,1997
T165,165,Dicky Pride,79,260.1,"39,536",152,1997
T170,T169,Rafael Alarcon,81,259.3,"40,962",158,1997
T170,T169,Mark Brooks,92,259.3,"45,124",174,1997
T173,T172,Wayne Levi,67,258.8,"34,675",134,1997
T173,T172,Willie Wood,88,258.8,"44,511",172,1997
T27,T27,Michael Christie,98,276.1,"52,463",190,1997
T27,T27,Marco Dawson,88,276.1,"46,939",170,1997
T31,T31,"David Berganio, Jr.",86,275.2,"45,678",166,1997
T31,T31,Bradley Hughes,80,275.2,"42,924",156,1997
T35,T35,Tom Pernice Jr.,88,274.6,"46,677",170,1997
T35,T35,Robert Gamez,82,274.6,"45,042",164,1997
T37,T37,Jay Delsing,86,274.4,"46,093",168,1997
T37,T37,Ted Tryba,106,274.4,"56,520",206,1997
T37,T37,Brett Quigley,113,274.4,"60,927",222,1997
T46,T46,Paul Azinger,62,272.7,"32,446",119,1997
T46,T46,Tommy Armour III,98,272.7,"51,276",188,1997
T46,T46,Rocco Mediate,83,272.7,"43,628",160,1997
T5,5,Phil Mickelson,80,284.1,"40,914",144,1997
T5,6,Chip Sullivan,77,284.1,"43,750",154,1997
T53,T53,Larry Nelson,54,271.5,"29,050",107,1997
T53,T53,Todd Demsey,74,271.5,"40,177",148,1997
T57,T56,Payne Stewart,87,270.9,"44,704",165,1997
T57,T56,Hal Sutton,96,270.9,"51,746",191,1997
T59,58,Lee Janzen,102,270.7,"52,237",193,1997
T59,T63,Frank Nobilo,64,270.7,"31,676",117,1997
T68,71,Stewart Cink,102,269.8,"53,420",198,1997
T68,68,Robert Damron,100,269.8,"51,802",192,1997
T75,T75,Brad Bryant,79,268.8,"41,925",156,1997
T75,T75,Greg Norman,54,268.8,"24,733",92,1997
T77,T77,Neal Lancaster,105,268.5,"54,230",202,1997
T77,T77,Paul Goydos,102,268.5,"53,691",200,1997
T79,79,Sandy Lyle,63,268.1,"32,704",122,1997
T79,T87,Steve Elkington,62,268.1,"32,172",120,1997
T81,T80,Jay Haas,84,268,"40,739",152,1997
T81,T80,Jay Don Blake,93,268,"48,769",182,1997
T83,T82,Billy Ray Brown,72,267.9,"37,508",140,1997
T83,T82,John Huston,78,267.9,"40,189",150,1997
T83,T82,Brandel Chamblee,82,267.9,"42,326",158,1997
T86,T85,Len Mattiace,109,267.8,"57,048",213,1997
T86,T85,Billy Mayfair,92,267.8,"48,203",180,1997
T88,T87,Peter Jacobsen,88,267.7,"46,313",173,1997
T88,T87,Ed Dougherty,68,267.7,"34,806",130,1997
T88,T87,Taylor Smith,84,267.7,"43,370",162,1997
T88,T87,Gabriel Hjertstedt,72,267.7,"38,547",144,1997
T9,9,John Adams,83,280.9,"45,513",162,1997
T9,10,Vijay Singh,83,280.9,"44,383",158,1997
T92,T92,Jimmy Johnston,88,267.5,"45,470",170,1997
T92,T92,Mark Wiebe,79,267.5,"39,856",149,1997
T94,T94,Nick Price,62,267.3,"29,940",112,1997
T94,T94,Frank Lickliter II,88,267.3,"45,434",170,1997
T96,T96,David Sutherland,86,267.2,"43,824",164,1997
T96,T96,Scott Dunlap,94,267.2,"48,099",180,1997
T96,T96,P.H. Horgan III,92,267.2,"47,553",178,1997
1,1,John Daly,72,288.8,"39,278",136,1996
2,2,John Adams,78,286.7,"44,729",156,1996
3,3,Fred Couples,66,285.8,"35,435",124,1996
4,4,Davis Love III,80,285.7,"44,568",156,1996
5,5,Tim Herron,100,283.5,"55,572",196,1996
6,6,Steve Stricker,82,281.8,"43,961",156,1996
7,7,Kelly Gibson,114,280.8,"64,025",228,1996
10,T9,Steve Jones,83,280,"45,355",162,1996
11,12,Scott McCarron,86,279.9,"48,139",172,1996
12,T9,Vijay Singh,90,279.8,"47,573",170,1996
13,13,"Joe Acosta, Jr.",71,279.7,"39,713",142,1996
14,14,Chris Smith,80,279.5,"44,722",160,1996
15,15,Ernie Els,65,278.8,"34,018",122,1996
18,T17,Mark Calcavecchia,103,278.4,"55,119",198,1996
19,16,Tom Watson,54,278.3,"30,055",108,1996
20,20,Lucas Parsons,56,278,"31,140",112,1996
21,21,"Jim Gallagher, Jr.",73,277.2,"40,470",146,1996
22,22,Stuart Appleby,95,276.5,"52,530",190,1996
23,23,Jesper Parnevik,68,276.4,"35,373",128,1996
26,27,Paul Stankowski,71,275.7,"39,151",142,1996
27,T28,Tommy Tolles,95,275.3,"50,112",182,1996
28,T28,Andrew Magee,76,275.2,"41,831",152,1996
29,26,David Duval,75,275,"38,780",141,1996
30,30,Jay Williamson,77,274.9,"42,334",154,1996
31,31,Andy Bean,75,274.7,"41,202",150,1996
32,32,Mike Heinen,95,274,"52,060",190,1996
33,33,Brian Henninger,84,273.9,"46,015",168,1996
34,34,Grant Waite,75,273.8,"41,073",150,1996
35,35,Charlie Rymer,90,273.2,"49,183",180,1996
36,36,Phil Blackmar,94,272.9,"51,305",188,1996
37,37,Tom Lehman,79,272.8,"40,367",148,1996
38,38,Michael Bradley,87,272.6,"47,429",174,1996
39,39,Payne Stewart,87,272.2,"45,180",166,1996
44,42,Kenny Perry,81,271.5,"43,990",162,1996
45,45,"Dave Stockton, Jr.",92,271.3,"49,925",184,1996
46,46,John Elliott,51,271.2,"27,660",102,1996
49,49,Curt Byrum,56,270.9,"30,339",112,1996
50,50,Jay Delsing,86,270.8,"46,584",172,1996
51,51,Taylor Smith,76,270.7,"41,139",152,1996
56,56,David Toms,89,270,"48,067",178,1996
